Name,RegNr,Beschäftigte,Betrag,GeschäftsjahrStart,GeschäftsjahrEnde,Interessen,Tätigkeit,Ersteintrag,LetzteÄnd
Adecco Germany Holding,R003465,5,115000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenwirtschaft; Berufliche Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; EU- Binnenmarkt; EU-Gesetzgebung; Institutionelle Fragen der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Digitalisierung; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Politisches Leben, Parteien; Öffentliches Recht; Rechtspolitik; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Pflegeversicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Sonstiges im Bereich ""Staat und Verwaltung""; Rüstungsangelegenheiten; Automobilwirtschaft; Bank- und Finanzwesen; E- Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Unternehmen,15.03.2022,19.06.2023
Adolf Würth GmbH & Co. KG,R006618,1,495000,2023-01-01,2023-12-01,Arbeitsrecht/Arbeitsbedingungen; Außenwirtschaft,Unternehmen,12.04.2024,–
Advanced Nuclear Fuels GmbH,R006362,1,85000,2023-01-01,2023-12-01,Allgemeine Energiepolitik; Atomenergie,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",22.11.2023,12.04.2024
Advicepartners GmbH,R001305,15,115000,2021-10-01,2022-09-01,"Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Binnenmarkt; EU- Gesetzgebung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Bauwesen und Bauwirtschaft; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Personenverkehr; Schienenverkehr; Verkehrsinfrastruktur; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",24.02.2022,29.02.2024
AfW Bundesverband Finanzdienstleistung e.V.,R003157,5,105000,2022-01-01,2022-12-01,Bank- und Finanzwesen; Kleine und mittlere Unternehmen; Versicherungswesen,Berufsverband,09.03.2022,20.12.2023
Afrika-Verein der deutschen Wirtschaft e.V.,R004008,15,275000,2022-01-01,2022-12-01,"Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Sonstiges im Bereich ""Bildung und Erziehung""; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; Sonstiges im Bereich ""Gesundheit""; Ausländer- und Aufenthaltsrecht; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Klimaschutz; Sonstiges im Bereich ""Umwelt""; Automobilwirtschaft; Bank- und Finanzwesen; Industriepolitik; Sonstiges im Bereich ""Wirtschaft""; Afrikapolitik; Außenhandelsfinanzierung; Doppelbesteuerungsabkommen; Lieferketten; Handelspolitik","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",04.04.2022,24.11.2023
Agora Think Tanks gGmbH,R003460,55,205000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Land- und Forstwirtschaft; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Klimaschutz; Industriepolitik","Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule (GL2022)",15.03.2022,19.03.2024
Agora Transport Transformation gGmbH,R002307,25,65000,2022-01-01,2022-12-01,"Sonstiges im Bereich ""Arbeit und Beschäftigung""; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU-Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Digitalisierung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Öffentliche Finanzen, Steuern und Abgaben; Ländlicher Raum; Stadtentwicklung; Sonstiges im Bereich ""Recht""; Sonstiges im Bereich ""Soziale Sicherung""; Öffentlicher Dienst und öffentliche Verwaltung; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Personenverkehr; Schienenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Bank- und Finanzwesen; Industriepolitik; Verbraucherschutz; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule (GL2022)",28.02.2022,29.06.2023
AgrarBündnis e.V.,R005208,5,135000,2022-01-01,2022-12-01,Land- und Forstwirtschaft; Artenschutz/Biodiversität; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",16.09.2022,21.09.2023
AiF Arbeitsgemeinschaft industrieller Forschungsvereinigungen „Otto,R000966,5,535000,2022-01-01,2022-12-01,Förderung von Wissenschaft und Forschung,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",23.02.2022,09.04.2024
Airborne Wind Europe AISBL,R001049,5,335000,2022-01-01,2022-12-01,"Erneuerbare Energien; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Wissenschaft, Forschung und Technologie",Wirtschaftsverband oder Gewerbeverband/-verein,23.02.2022,04.08.2023
Airbus Aerostructures GmbH,R005394,25,455000,2022-07-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Klimaschutz; Luft- und Raumfahrt; Verkehrsinfrastruktur; Verkehrspolitik; Industriepolitik; Wissenschaft, Forschung und Technologie",Unternehmen,25.10.2022,20.09.2023
Airbus Defence and Space GmbH,R002323,25,2945000,2022-01-01,2022-12-01,"Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""",Unternehmen,28.02.2022,25.09.2023
Airbus GmbH,R002844,25,265000,2022-01-01,2022-12-01,"Luft- und Raumfahrt; Rüstungsangelegenheiten; Wissenschaft, Forschung und Technologie",Unternehmen,03.03.2022,24.11.2023
Airbus Helicopters Deutschland GmbH,R002453,25,1045000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Gemeinsame Außen- und Sicherheitspolitik der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Bevölkerungsschutz und Katastrophenhilfe; Klimaschutz; Luft- und Raumfahrt; Personenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Industriepolitik; Wissenschaft, Forschung und Technologie",Unternehmen,01.03.2022,03.03.2023
Airbus Operations GmbH,R001204,45,1165000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Klimaschutz; Luft- und Raumfahrt; Verkehrsinfrastruktur; Verkehrspolitik; Industriepolitik; Wissenschaft, Forschung und Technologie",Unternehmen,24.02.2022,21.09.2023
Airbus SE,R001179,15,685000,2022-01-01,2022-12-01,"Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; EU-Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Cybersicherheit; Kriminalitätsbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Öffentliches Recht; Sonstiges im Bereich ""Recht""; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Unternehmen,24.02.2022,20.02.2024
Aktion Psychisch Kranke e.V.,R001970,15,25000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Schulische Bildung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Öffentliches Recht; Rechtspolitik; Zivilrecht; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente/Alterssicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,07.02.2024
Aktion gegen den Hunger gGmbH,R002162,15,195000,2022-01-01,2022-12-01,"Menschenrechte; Sonstiges im Bereich ""Bildung und Erziehung""; Entwicklungspolitik; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)",28.02.2022,13.12.2023
Aktionsbündnis Nichtrauchen e.V.,R002852,5,135000,2022-01-01,2022-12-01,"EU-Gesetzgebung; Kinder- und Jugendpolitik; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Öffentliche Finanzen, Steuern und Abgaben; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Umwelt""; Verbraucherschutz; Wissenschaft, Forschung und Technologie","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",03.03.2022,04.03.2023
Aktiv Bus Flensburg GmbH,R002152,155,25000,2022-01-01,2022-12-01,Personenverkehr,Unternehmen,28.02.2022,13.06.2023
Alber & Geiger,R000215,15,95000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Außenpolitik; Auswärtige Kultur- und Bildungspolitik; Internationale Beziehungen; Menschenrechte; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; Außenwirtschaft; Berufliche Bildung; Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; Rechtsstellung der Abgeordneten; Wahlrecht; Sonstiges im Bereich ""Bundestag""; Aufarbeitung SED-Unrecht; Gewährleistung gleichwertiger Lebensverhältnisse; Sonstiges im Bereich ""Deutsche Einheit""; Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU- Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion /Weltanschauung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Extremismusbekämpfung; Kriminalitätsbekämpfung; Opferschutz; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Kultur; Fischerei/Aquakultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Bauwesen und Bauwirtschaft; Ländlicher Raum; Stadtentwicklung; Wohnen; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Arbeitslosenversicherung; Grundsicherung; Krankenversicherung; Pflegeversicherung; Rente /Alterssicherung; Unfallversicherung; Sonstiges im Bereich ""Soziale Sicherung""; Breitensport; Profisport; Tourismus; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Verwaltungstransparenz/Open Government; Sonstiges im Bereich ""Staat und Verwaltung""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Versicherungswesen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie","Anwaltskanzlei, Einzelanwältin oder Einzelanwalt",28.01.2022,20.01.2023
Alexion Pharma Germany GmbH,R003051,5,245000,2022-01-01,2022-12-01,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Außenwirtschaft; Parlamentarisches Verfahren; Rechtsstellung der Abgeordneten; Allgemeine Energiepolitik; EU-Binnenmarkt; EU-Gesetzgebung; Institutionelle Fragen der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Diversitätspolitik; Geschlechterpolitik; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Datenschutz und Informationssicherheit; Digitalisierung; Werbung; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Grundsicherung; Krankenversicherung; Unfallversicherung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Industriepolitik; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",Unternehmen,07.03.2022,19.07.2023
Alibaba (Germany) GmbH,R002361,15,15000,2022-04-01,2023-03-01,"Internationale Beziehungen; Außenwirtschaft; EU- Gesetzgebung; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Öffentliche Finanzen, Steuern und Abgaben; Tourismus; E-Commerce; Handel und Dienstleistungen; Verbraucherschutz",Unternehmen,28.02.2022,31.08.2023
AllDent Holding GmbH,R004772,55,15000,2022-01-01,2022-12-01,"Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""",Unternehmen,14.06.2022,05.07.2023
AllScreens Verband Filmverleih und Audiovisuelle Medien e.V.,R006555,1,135000,2023-01-01,2023-12-01,"Kultur; Digitalisierung; Internetpolitik; Massenmedien; Urheberrecht; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""",Wirtschaftsverband oder Gewerbeverband/-verein,13.03.2024,08.04.2024
Allgemeiner Deutscher Automobil-Club e.V. (ADAC),R002184,55,3605000,2022-01-01,2022-12-01,"Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Bildung und Erziehung""; Erneuerbare Energien; Fossile Energien; Gesundheitsförderung; Gesundheitsversorgung; Datenschutz und Informationssicherheit; Öffentliche Finanzen, Steuern und Abgaben; Ländlicher Raum; Stadtentwicklung; Öffentliches Recht; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""; Breitensport; Profisport; Tourismus; Immissionsschutz; Klimaschutz; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Verbraucherschutz","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,27.03.2024
Allgemeiner Deutscher Fahrrad-Club e.V. (ADFC),R001598,1,415000,2023-01-01,2023-12-01,Tourismus; Straßenverkehr; Verkehrspolitik,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,25.02.2022,20.03.2024
Allgemeiner Deutscher Hochschulsportverband e.V.,R002077,5,125000,2021-01-01,2021-12-01,"Hochschulbildung; Diversitätspolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsförderung; Breitensport; Profisport; Sonstiges im Bereich ""Sport, Freizeit und Tourismus""; Nachhaltigkeit und Ressourcenschutz","Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen) (GL2022)",28.02.2022,12.01.2023
Alliance Healthcare Deutschland GmbH,R002725,5,215000,2021-09-01,2022-08-01,"Parlamentarisches Verfahren; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; EU-Binnenmarkt; EU-Gesetzgebung; Diversitätspolitik; Arzneimittel; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Datenschutz und Informationssicherheit; Digitalisierung; Politisches Leben, Parteien; Öffentliches Recht; Krankenversicherung; Öffentlicher Dienst und öffentliche Verwaltung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Handel und Dienstleistungen; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",Unternehmen,03.03.2022,20.06.2023
Allianz Agrar AG,R001724,1,25000,2022-01-01,2022-12-01,Versicherungswesen,Unternehmen,25.02.2022,02.03.2023
