Name,RegNr,Ersteintrag,LetzteÄnd,Tätigkeit,Interessen,FinanzAufw,Betrag,Geschäftsjahr,VollzeitEquiv,Regelungen,Stellungnahmen,GrundVerweig,Beschäftigte,Auftraggeber
Gauss Fusion GmbH,R006596,04.04.2024,16.04.2024,Unternehmen,"Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Sonstiges im Bereich ""Energie""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Industriepolitik; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Verband der Privatkrankenanstalten In Bayern e.V.,R006595,04.04.2024,17.04.2024,Arbeitgeberverband,Gesundheitsförderung; Gesundheitsversorgung; Krankenversicherung,,0 Euro,01/23 bis 12/23,0.00,1,,,,
itSMF Deutschland,R006594,04.04.2024,–,Berufsverband,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; Berufliche Bildung; Hochschulbildung; EU-Gesetzgebung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,1.00,0,,,,
Deutsche Bundesgartenschau Gesellschaft mbH,R006593,03.04.2024,–,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Allgemeine Energiepolitik; Erneuerbare Energien; Kultur; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Ländlicher Raum; Stadtentwicklung; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Tourismus; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Verkehrsinfrastruktur; Verkehrspolitik; Handwerk; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/23 bis 12/23,0.05,1,,,,
Mozilla Foundation,R006592,03.04.2024,12.04.2024,Privatrechtliche Organisation,"Sonstiges im Bereich ""Bildung und Erziehung""; EU- Gesetzgebung; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Massenmedien; Meinungs- und Pressefreiheit; Urheberrecht; Werbung; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; E-Commerce; Wissenschaft, Forschung und Technologie; Open Source",,1 bis 10.000 Euro,01/23 bis 12/23,0.05,0,,,,
STOLLE Sanitätshaus GmbH & Co. KG,R006591,03.04.2024,–,Unternehmen,"Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Öffentliches Recht; Krankenversicherung; Handwerk; Kleine und mittlere Unternehmen; Wettbewerbsrecht",,180.001 bis 190.000 Euro,01/23 bis 12/23,0.65,1,,,,
STADA Arzneimittel AG,R006590,03.04.2024,–,Unternehmen,"Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""",,410.001 bis 420.000 Euro,01/23 bis 12/23,1.00,2,,,,
1komma5° GmbH,R006589,02.04.2024,17.04.2024,Privatrechtliche Organisation,Allgemeine Energiepolitik; Erneuerbare Energien,,0 Euro,01/23 bis 12/23,0.00,0,,,,
Einfach Einsteigen,R006588,02.04.2024,–,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,Personenverkehr; Schienenverkehr; Verkehrsinfrastruktur; Verkehrspolitik,,1 bis 10.000 Euro,01/23 bis 12/23,0.01,1,,,,
Asklepios Klinik Bad Griesbach GmbH & Cie. OHG,R006587,02.04.2024,–,Unternehmen,Gesundheitsversorgung; Pflege; Tourismus,,0 Euro,01/23 bis 12/23,2.00,0,,,,
Freiheit für die Westsahara e.V.,R006586,30.03.2024,16.04.2024,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,Außenpolitik; Auswärtige Kultur- und Bildungspolitik; Internationale Beziehungen; Menschenrechte; Kultur,,1 bis 10.000 Euro,01/23 bis 12/23,0.00,0,,,,
Dan Bauer,R006585,28.03.2024,18.04.2024,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Cybersicherheit; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Urheberrecht; Politisches Leben, Parteien; Öffentlicher Dienst und öffentliche Verwaltung; Staatsorganisation; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Zero Waste Kiel e.V.,R006584,27.03.2024,27.03.2024,Nichtregierungsorganisation (NGO),EU-Gesetzgebung; Nachhaltigkeit und Ressourcenschutz,,20.001 bis 30.000 Euro,01/23 bis 12/23,0.10,0,,,,
Klimadelegation e.V.,R006583,27.03.2024,20.04.2024,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,"Außenpolitik; Menschenrechte; Sonstiges im Bereich ""Bildung und Erziehung""; Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Entwicklungspolitik; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Kinder- und Jugendpolitik; Fischerei/Aquakultur; Land- und Forstwirtschaft; Artenschutz /Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik",,0 Euro,01/23 bis 12/23,0.00,1,,,,
Edelman Public Relations Worldwide,R006582,27.03.2024,–,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Sonstiges im Bereich ""Energie""; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Klimaschutz",,0 Euro,07/22 bis 06/23,0.00,0,,,,
Netzwerk Wald mit Wild,R006581,26.03.2024,18.04.2024,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,"Land- und Forstwirtschaft; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Artenschutz/Biodiversität; Nachhaltigkeit und Ressourcenschutz; Tierschutz",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Rheinischer Schützenbund e.V. 1872,R006580,26.03.2024,–,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,"Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Parlamentarisches Verfahren; EU-Gesetzgebung; Kinder- und Jugendpolitik; Extremismusbekämpfung; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Breitensport; Profisport; Waffenrecht",,1 bis 10.000 Euro,01/23 bis 12/23,1.00,0,,,,
Pensions-Sicherungs-Verein Versicherungsverein auf Gegenseitigkeit,R006579,26.03.2024,–,Unternehmen,Arbeitsrecht/Arbeitsbedingungen; Rente/Alterssicherung; Versicherungswesen; Gesetzliche Insolvenzsicherung der betrieblichen Altersversorgung.,,1 bis 10.000 Euro,01/23 bis 12/23,0.00,2,,,,
S.A.F.E.e.V.,R006578,26.03.2024,–,Wirtschaftsverband oder Gewerbeverband/-verein,"Allgemeine Energiepolitik; Sonstiges im Bereich ""Energie""; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Verband der Deutschen Taucherei- und Bergungsbetriebe e.V.,R006577,25.03.2024,04.04.2024,Arbeitgeberverband,"Arbeitsmarkt; Arbeitsrecht/Arbeitsbedingungen; Sonstiges im Bereich ""Arbeit und Beschäftigung""; EU-Binnenmarkt; EU-Gesetzgebung; Handel und Dienstleistungen; Handwerk; Kleine und mittlere Unternehmen; Sonstiges im Bereich ""Wirtschaft""; Taucherei- und Bergungsarbeiten",,0 Euro,01/23 bis 12/23,0.00,0,,,,
NGO Monitor - Institute for NGO Research R.A.,R006576,24.03.2024,18.04.2024,Nichtregierungsorganisation (NGO),"Auswärtige Kultur- und Bildungspolitik; Internationale Beziehungen; Menschenrechte; Entwicklungspolitik; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Öffentliche Finanzen, Steuern und Abgaben",,0 Euro,01/23 bis 12/23,1.00,1,,,,
Infosys Limited,R006575,22.03.2024,03.04.2024,Unternehmen,"EU-Gesetzgebung; Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Urheberrecht; Wissenschaft, Forschung und Technologie",,0 Euro,04/22 bis 03/23,0.00,0,,,,
Bundesverband Psychosoziale Prozessbegleitung e.V.,R006574,21.03.2024,–,Berufsverband,Strafrecht; Unterstützung Betroffener von Straftaten während des Strafverfahrens,,20.001 bis 30.000 Euro,01/23 bis 12/23,0.00,1,,,,
Bundesarbeitsgemeinschaft Schwule Jurist*innen (BASJ),R006573,21.03.2024,–,"Plattform, Netzwerk, Interessengemeinschaft, Denkfabrik, Initiative, Aktionsbündnis o. ä.","Diversitätspolitik; Familienpolitik; Geschlechterpolitik; Kinder- und Jugendpolitik; Rechte von Menschen mit Behinderung; Religion/Weltanschauung; Seniorenpolitik; Sonstiges im Bereich ""Gesellschaftspolitik und soziale Gruppen""; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Extremismusbekämpfung; Opferschutz; Sonstiges im Bereich ""Innere Sicherheit""; Massenmedien; Meinungs- und Pressefreiheit; Asyl und Flüchtlingsschutz; Ausländer- und Aufenthaltsrecht; Integration; Migration; Sonstiges im Bereich ""Migration, Flüchtlingspolitik und Integration""; Öffentliches Recht; Rechtspolitik; Strafrecht; Zivilrecht; Sonstiges im Bereich ""Recht""",,0 Euro,01/23 bis 12/23,0.00,1,,,,
Deutsche Verkehrswissenschaftliche Gesellschaft e. V.,R006572,20.03.2024,–,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,"Berufliche Bildung; Hochschulbildung; Stadtentwicklung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/23 bis 12/23,0.02,1,,,,
Nexi Group S.p.A.,R006571,20.03.2024,–,Unternehmen,"Digitalisierung; Öffentliche Finanzen, Steuern und Abgaben; Bank- und Finanzwesen; E-Commerce; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",,40.001 bis 50.000 Euro,01/23 bis 12/23,2.00,0,,,,
Deutsches Primatenzentrum GmbH Leibniz-Institut für,R006570,20.03.2024,–,"Wissenschaft, Hochschule oder Forschungseinrichtung","Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/23 bis 12/23,15.00,0,,,,
DAVC e.V.,R006569,20.03.2024,–,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,"Erneuerbare Energien; Fossile Energien; Kultur; Immissionsschutz; Klimaschutz; Personenverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Handel und Dienstleistungen; Handwerk; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wissenschaft, Forschung und Technologie",,1 bis 10.000 Euro,01/23 bis 12/23,1.00,1,,,,
Harbour Energy,R006568,19.03.2024,17.04.2024,Unternehmen,Allgemeine Energiepolitik,,0 Euro,01/23 bis 12/23,0.00,0,,,,
NOWEDA Apothekergenossenschaft eG,R006567,19.03.2024,–,Unternehmen,"Arbeitsmarkt; Berufliche Bildung; Hochschulbildung; Allgemeine Energiepolitik; EU-Binnenmarkt; EU-Gesetzgebung; Arzneimittel; Gesundheitsversorgung; Sonstiges im Bereich ""Gesundheit""; Bevölkerungsschutz und Katastrophenhilfe; Cybersicherheit; Lebensmittelsicherheit; Digitalisierung; Internetpolitik; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Güterverkehr; Straßenverkehr; Verkehrsinfrastruktur; E-Commerce; Handel und Dienstleistungen; Kleine und mittlere Unternehmen; Wettbewerbsrecht; Wissenschaft, Forschung und Technologie",,0 Euro,07/22 bis 06/23,0.00,0,,,,
21Staatskunst gGmbH,R006566,19.03.2024,28.03.2024,Privatrechtliche Organisation mit Anerkennung der Gemeinnützigkeit nach Abgabenordnung,Kultur; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz,,0 Euro,01/23 bis 12/23,0.00,1,,,,
Bundesverband Logistik & Verkehr-pro e.V.,R006565,19.03.2024,–,Berufsverband,"Klimaschutz; Güterverkehr; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Kleine und mittlere Unternehmen",,1 bis 10.000 Euro,01/23 bis 12/23,9.00,0,,,,
Deutsches Netz Rauchfreier Krankenhäuser &,R006564,19.03.2024,–,Privatrechtliche Organisation,"Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; Hochschulbildung; Arzneimittel; Gesundheitsförderung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""; Werbung; Wissenschaft, Forschung und Technologie; Tabakkontrolle, Betriebliches Gesundheitsmanagement",,1 bis 10.000 Euro,01/23 bis 12/23,0.10,0,,,,
MPDL Services gGmbH,R006563,18.03.2024,–,"Wissenschaft, Hochschule oder Forschungseinrichtung","Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,0.00,1,,,,
tibe.io GmbH,R006562,18.03.2024,–,Unternehmen,Datenschutz und Informationssicherheit; Digitalisierung; Kommunikations- und Informationstechnik,,0 Euro,01/23 bis 12/23,0.00,0,,,,
DI-Netz e.V.,R006561,15.03.2024,–,Nichtregierungsorganisation (NGO),"Sonstiges im Bereich ""Bildung und Erziehung""; Diversitätspolitik; Familienpolitik; Kinder- und Jugendpolitik; Sonstiges im Bereich ""Gesundheit""; Sonstiges im Bereich ""Recht""",,0 Euro,01/23 bis 12/23,0.00,1,,,,
Stiftung für die Rechte zukünftiger Generationen,R006560,15.03.2024,29.03.2024,Nichtregierungsorganisation (NGO),"Hochschulbildung; Schulische Bildung; Vorschulische Bildung; Sonstiges im Bereich ""Bildung und Erziehung""; Wahlrecht; Sonstiges im Bereich ""Bundestag""; Allgemeine Energiepolitik; Kinder- und Jugendpolitik; Klimaschutz; Wissenschaft, Forschung und Technologie; Renten- und Pensionspolitik, sowie Finanzpolitik",,0 Euro,01/23 bis 12/23,0.00,1,,,,
CORE Production Germany GmbH,R006559,14.03.2024,–,Unternehmen,"Allgemeine Energiepolitik; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU-Gesetzgebung; Stadtentwicklung; Sonstiges im Bereich ""Raumordnung, Bau- und Wohnungswesen""; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Handwerk; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,0.04,1,1,,,
Isar Aerospace SE,R006558,14.03.2024,–,Unternehmen,"Wissenschaft, Forschung und Technologie; Raumfahrt, Startdienstleistungen für Satelliten",,1 bis 10.000 Euro,01/23 bis 12/23,0.10,0,,,,
Flint Global Ltd.,R006557,13.03.2024,10.04.2024,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater","Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Parlamentarisches Verfahren; Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; EU- Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Arzneimittel; Gesundheitsversorgung; Pflege; Öffentliche Finanzen, Steuern und Abgaben; Politisches Leben, Parteien; Rente/Alterssicherung; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Industriepolitik; Versicherungswesen; Wettbewerbsrecht",,0 Euro,01/23 bis 12/23,0.00,0,,,,
Clean Exhaust Association,R006556,13.03.2024,26.04.2024,Wirtschaftsverband oder Gewerbeverband/-verein,Allgemeine Energiepolitik; Erneuerbare Energien; Immissionsschutz; Kleine und mittlere Unternehmen,"Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,"Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",1,,,,
AllScreens Verband Filmverleih und Audiovisuelle Medien e.V.,R006555,13.03.2024,08.04.2024,Wirtschaftsverband oder Gewerbeverband/-verein,"Kultur; Digitalisierung; Internetpolitik; Massenmedien; Urheberrecht; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""",,130.001 bis 140.000 Euro,01/23 bis 12/23,7.00,0,,,,
vbba - Gewerkschaft Arbeit und Soziales,R006554,12.03.2024,28.03.2024,Privatrechtliche Organisation,Arbeitsrecht/Arbeitsbedingungen,,1.890.001 bis 1.900.000 Euro,01/23 bis 12/23,7.40,0,,,,
DXC Technology Deutschland GmbH,R006553,07.03.2024,10.04.2024,Unternehmen,"Datenschutz und Informationssicherheit; Digitalisierung; Internetpolitik; Kommunikations- und Informationstechnik; Sonstiges im Bereich ""Medien, Kommunikation und Informationstechnik""; Sonstiges im Bereich ""Staat und Verwaltung""; Sonstiges im Bereich ""Verteidigung""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Industriepolitik; Versicherungswesen; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,0 Euro,04/22 bis 03/23,0.00,0,,,,
3M Healthcare Germany GmbH,R006552,07.03.2024,19.04.2024,Unternehmen,"Arbeitsrecht/Arbeitsbedingungen; Berufliche Bildung; Allgemeine Energiepolitik; EU-Gesetzgebung; Gesundheitsversorgung; Pflege; Sonstiges im Bereich ""Gesundheit""",,10.001 bis 20.000 Euro,01/23 bis 12/23,0.00,0,,,,
Quantum-Systems GmbH,R006551,05.03.2024,19.03.2024,Unternehmen,"Außenpolitik; Internationale Beziehungen; Sonstiges im Bereich ""Außenpolitik und internationale Beziehungen""; EU-Binnenmarkt; EU-Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Polizeiliche und justizielle Zusammenarbeit in der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Bevölkerungsschutz und Katastrophenhilfe; Extremismusbekämpfung; Kriminalitätsbekämpfung; Terrorismusbekämpfung; Sonstiges im Bereich ""Innere Sicherheit""; Kommunikations- und Informationstechnik; Bundeswehrangelegenheiten; Rüstungsangelegenheiten; Verteidigungspolitik; Sonstiges im Bereich ""Verteidigung""; Kleine und mittlere Unternehmen; Wissenschaft, Forschung und Technologie",,0 Euro,01/23 bis 12/23,2.00,1,,,,
ALFRED WILHELM,R006550,05.03.2024,23.03.2024,Privatperson,"Erneuerbare Energien; Entwicklungspolitik; Klimaschutz; Wissenschaft, Forschung und Technologie","Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",,,"Keine Angaben, da noch kein Geschäftsjahr vollständig abgeschlossen wurde.",0,,,,
Silva Viridis,R006549,01.03.2024,01.03.2024,Unternehmen,"Erneuerbare Energien; Land- und Forstwirtschaft; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""",,0 Euro,01/23 bis 12/23,0.00,0,,,,
VAZ - Verband akkreditierter Zertifizierungsgesellschaften e.V.,R006548,29.02.2024,–,Wirtschaftsverband oder Gewerbeverband/-verein,"Handel und Dienstleistungen; Industriepolitik; Kleine und mittlere Unternehmen; Verbraucherschutz; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""",Angabe verweigert,,,,0,,"Es gibt keine speziellen Aufwendungen für die Interessenvertretung, da diese überwiegend durch ehrenamtlich tätige Mitglieder des Vorstands erfolgt. Gelegentliche Aktivitäten durch die Geschäftsstelle sind nicht bezifferbar und fallen nur in geringem Umfang an.",1 bis 10,
Foreign Council On Economic Relations GmbH,R006547,29.02.2024,–,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk) (GL2022)","Außenpolitik; Internationale Beziehungen; Außenwirtschaft; Allgemeine Energiepolitik; Atomenergie; Energienetze; Erneuerbare Energien; Fossile Energien; Sonstiges im Bereich ""Energie""; Entwicklungspolitik; EU-Binnenmarkt; EU- Gesetzgebung; Gemeinsame Außen- und Sicherheitspolitik der EU; Institutionelle Fragen der EU; Sonstiges im Bereich ""Europapolitik und Europäische Union""; Fischerei/Aquakultur; Land- und Forstwirtschaft; Lebensmittelsicherheit; Lebens- und Genussmittelindustrie; Sonstiges im Bereich ""Landwirtschaft und Ernährung""; Artenschutz/Biodiversität; Immissionsschutz; Klimaschutz; Nachhaltigkeit und Ressourcenschutz; Tierschutz; Sonstiges im Bereich ""Umwelt""; Güterverkehr; Luft- und Raumfahrt; Personenverkehr; Schienenverkehr; Schifffahrt; Straßenverkehr; Verkehrsinfrastruktur; Verkehrspolitik; Sonstiges im Bereich ""Verkehr""; Automobilwirtschaft; Bank- und Finanzwesen; E-Commerce; Handel und Dienstleistungen; Handwerk; Industriepolitik; Wettbewerbsrecht; Sonstiges im Bereich ""Wirtschaft""; Wissenschaft, Forschung und Technologie",,10.001 bis 20.000 Euro,01/23 bis 12/23,,,,,1 bis 10,
